org,repo,workflow,ref,url,runner,self_hosted,supported
docker,docker-credential-helpers,.github/workflows/build.yml,master,https://github.com/docker/docker-credential-helpers/blob/b7a754b9ffdf0e99e63ca384435bdacf4bc83e6b/.github/workflows/build.yml,windows-2022,0,1
docker,docker-gs-ping,.github/workflows/ci-cd.yml,main,https://github.com/docker/docker-gs-ping/blob/fbee2036cc90b84f87e8a95b7de2a1c4065c87c7/.github/workflows/ci-cd.yml,ubuntu-latest,0,1
docker,docker-gs-ping,.github/workflows/ci-smoketest.yml,main,https://github.com/docker/docker-gs-ping/blob/fbee2036cc90b84f87e8a95b7de2a1c4065c87c7/.github/workflows/ci-smoketest.yml,ubuntu-latest,0,1
docker,docker-install,.github/workflows/ci.yml,master,https://github.com/docker/docker-install/blob/86415efcfe5f8d966625843da41a0f798238cce5/.github/workflows/ci.yml,ubuntu-latest,0,1
docker,docker-install,.github/workflows/diff.yml,master,https://github.com/docker/docker-install/blob/86415efcfe5f8d966625843da41a0f798238cce5/.github/workflows/diff.yml,ubuntu-24.04,0,1
docker,docker-language-server,.github/workflows/build.yml,main,https://github.com/docker/docker-language-server/blob/cb62b8b3710e81988521238c89232e95ef728111/.github/workflows/build.yml,ubuntu-latest,0,1
docker,docker-language-server,.github/workflows/build.yml,main,https://github.com/docker/docker-language-server/blob/cb62b8b3710e81988521238c89232e95ef728111/.github/workflows/build.yml,windows-latest,0,1
docker,docker-language-server,.github/workflows/prepare-release.yml,main,https://github.com/docker/docker-language-server/blob/cb62b8b3710e81988521238c89232e95ef728111/.github/workflows/prepare-release.yml,ubuntu-latest,0,1
docker,docker-py,.github/workflows/ci.yml,main,https://github.com/docker/docker-py/blob/65f7f0c772577beb5e2cd6daac4e5ca806ccc4af/.github/workflows/ci.yml,ubuntu-22.04,0,1
docker,docker-py,.github/workflows/ci.yml,main,https://github.com/docker/docker-py/blob/65f7f0c772577beb5e2cd6daac4e5ca806ccc4af/.github/workflows/ci.yml,ubuntu-latest,0,1
docker,docker-py,.github/workflows/release.yml,main,https://github.com/docker/docker-py/blob/65f7f0c772577beb5e2cd6daac4e5ca806ccc4af/.github/workflows/release.yml,ubuntu-22.04,0,1
