third_party_org_name,third_party_repo_name,third_party_ref,third_party_repo_fullname,third_party_ref_type,third_party_url,third_party_archived,third_parth_forked,third_party_stars,repo_name,workflow_path,workflow_type,visibility,archived,forked,reusable_workflow,workflow_url,repo_url
actions,checkout,de0fac2e4500dabe0009e67214ff5f5447ce83dd,actions/checkout@de0fac2e4500dabe0009e67214ff5f5447ce83dd,commit,https://github.com/actions/checkout/blob/de0fac2e4500dabe0009e67214ff5f5447ce83dd/action.yml,0,0,8019,build-push-action,test.yml,workflow,public,0,0,0,https://github.com/docker/build-push-action/blob/master/.github/workflows/test.yml,https://github.com/docker/build-push-action
actions,checkout,de0fac2e4500dabe0009e67214ff5f5447ce83dd,actions/checkout@de0fac2e4500dabe0009e67214ff5f5447ce83dd,commit,https://github.com/actions/checkout/blob/de0fac2e4500dabe0009e67214ff5f5447ce83dd/action.yml,0,0,8019,build-push-action,update-dist.yml,workflow,public,0,0,0,https://github.com/docker/build-push-action/blob/master/.github/workflows/update-dist.yml,https://github.com/docker/build-push-action
actions,checkout,de0fac2e4500dabe0009e67214ff5f5447ce83dd,actions/checkout@de0fac2e4500dabe0009e67214ff5f5447ce83dd,commit,https://github.com/actions/checkout/blob/de0fac2e4500dabe0009e67214ff5f5447ce83dd/action.yml,0,0,8019,build-push-action,validate.yml,workflow,public,0,0,0,https://github.com/docker/build-push-action/blob/master/.github/workflows/validate.yml,https://github.com/docker/build-push-action
actions,checkout,de0fac2e4500dabe0009e67214ff5f5447ce83dd,actions/checkout@de0fac2e4500dabe0009e67214ff5f5447ce83dd,commit,https://github.com/actions/checkout/blob/de0fac2e4500dabe0009e67214ff5f5447ce83dd/action.yml,0,0,8019,build-push-action,zizmor.yml,workflow,public,0,0,0,https://github.com/docker/build-push-action/blob/master/.github/workflows/zizmor.yml,https://github.com/docker/build-push-action
actions,checkout,de0fac2e4500dabe0009e67214ff5f5447ce83dd,actions/checkout@de0fac2e4500dabe0009e67214ff5f5447ce83dd,commit,https://github.com/actions/checkout/blob/de0fac2e4500dabe0009e67214ff5f5447ce83dd/action.yml,0,0,8019,buildkit-syft-scanner,ci.yaml,workflow,public,0,0,0,https://github.com/docker/buildkit-syft-scanner/blob/master/.github/workflows/ci.yaml,https://github.com/docker/buildkit-syft-scanner
actions,checkout,de0fac2e4500dabe0009e67214ff5f5447ce83dd,actions/checkout@de0fac2e4500dabe0009e67214ff5f5447ce83dd,commit,https://github.com/actions/checkout/blob/de0fac2e4500dabe0009e67214ff5f5447ce83dd/action.yml,0,0,8019,buildkit-syft-scanner,e2e.yml,workflow,public,0,0,0,https://github.com/docker/buildkit-syft-scanner/blob/master/.github/workflows/e2e.yml,https://github.com/docker/buildkit-syft-scanner
actions,checkout,de0fac2e4500dabe0009e67214ff5f5447ce83dd,actions/checkout@de0fac2e4500dabe0009e67214ff5f5447ce83dd,commit,https://github.com/actions/checkout/blob/de0fac2e4500dabe0009e67214ff5f5447ce83dd/action.yml,0,0,8019,buildkit-syft-scanner,zizmor.yml,workflow,public,0,0,0,https://github.com/docker/buildkit-syft-scanner/blob/master/.github/workflows/zizmor.yml,https://github.com/docker/buildkit-syft-scanner
actions,checkout,df4cb1c069e1874edd31b4311f1884172cec0e10,actions/checkout@df4cb1c069e1874edd31b4311f1884172cec0e10,commit,https://github.com/actions/checkout/blob/df4cb1c069e1874edd31b4311f1884172cec0e10/action.yml,0,0,8019,buildx,build.yml,workflow,public,0,0,0,https://github.com/docker/buildx/blob/master/.github/workflows/build.yml,https://github.com/docker/buildx
actions,checkout,df4cb1c069e1874edd31b4311f1884172cec0e10,actions/checkout@df4cb1c069e1874edd31b4311f1884172cec0e10,commit,https://github.com/actions/checkout/blob/df4cb1c069e1874edd31b4311f1884172cec0e10/action.yml,0,0,8019,buildx,codeql.yml,workflow,public,0,0,0,https://github.com/docker/buildx/blob/master/.github/workflows/codeql.yml,https://github.com/docker/buildx
actions,checkout,df4cb1c069e1874edd31b4311f1884172cec0e10,actions/checkout@df4cb1c069e1874edd31b4311f1884172cec0e10,commit,https://github.com/actions/checkout/blob/df4cb1c069e1874edd31b4311f1884172cec0e10/action.yml,0,0,8019,buildx,docs-release.yml,workflow,public,0,0,0,https://github.com/docker/buildx/blob/master/.github/workflows/docs-release.yml,https://github.com/docker/buildx
