org,repo,workflow,fork,archived,stars,visibility,ref,ref_type,ref_resolved_to,ref_resolved_type,workflow_type,workflow_url,jobs_count,workflow_status,parent_workflows,event_triggers
awslabs,amazon-datazone-mcp-server,.github/workflows/pre-commit.yml,0,0,2,public,main,branch,d494ebb6bae4c09422dd2b7ec977467d239e59da,commit,workflow,https://github.com/awslabs/amazon-datazone-mcp-server/blob/d494ebb6bae4c09422dd2b7ec977467d239e59da/.github/workflows/pre-commit.yml,2,,,"pull_request,push"
awslabs,amazon-datazone-mcp-server,.github/workflows/pull-request-lint.yml,0,0,2,public,main,branch,d494ebb6bae4c09422dd2b7ec977467d239e59da,commit,workflow,https://github.com/awslabs/amazon-datazone-mcp-server/blob/d494ebb6bae4c09422dd2b7ec977467d239e59da/.github/workflows/pull-request-lint.yml,2,,,"pull_request_target,merge_group"
awslabs,amazon-datazone-mcp-server,.github/workflows/python.yml,0,0,2,public,main,branch,d494ebb6bae4c09422dd2b7ec977467d239e59da,commit,workflow,https://github.com/awslabs/amazon-datazone-mcp-server/blob/d494ebb6bae4c09422dd2b7ec977467d239e59da/.github/workflows/python.yml,1,,,"push,pull_request,workflow_dispatch"
awslabs,amazon-datazone-mcp-server,.github/workflows/scanners.yml,0,0,2,public,main,branch,d494ebb6bae4c09422dd2b7ec977467d239e59da,commit,workflow,https://github.com/awslabs/amazon-datazone-mcp-server/blob/d494ebb6bae4c09422dd2b7ec977467d239e59da/.github/workflows/scanners.yml,1,,,"push,pull_request,workflow_dispatch"
awslabs,amazon-datazone-mcp-server,.github/workflows/scorecard-analysis.yml,0,0,2,public,main,branch,d494ebb6bae4c09422dd2b7ec977467d239e59da,commit,workflow,https://github.com/awslabs/amazon-datazone-mcp-server/blob/d494ebb6bae4c09422dd2b7ec977467d239e59da/.github/workflows/scorecard-analysis.yml,1,,,"push,schedule"
awslabs,amazon-datazone-mcp-server,.github/workflows/semgrep.yml,0,0,2,public,main,branch,d494ebb6bae4c09422dd2b7ec977467d239e59da,commit,workflow,https://github.com/awslabs/amazon-datazone-mcp-server/blob/d494ebb6bae4c09422dd2b7ec977467d239e59da/.github/workflows/semgrep.yml,1,,,"workflow_dispatch,pull_request,push,schedule"
awslabs,amazon-datazone-mcp-server,.github/workflows/stale.yml,0,0,2,public,main,branch,d494ebb6bae4c09422dd2b7ec977467d239e59da,commit,workflow,https://github.com/awslabs/amazon-datazone-mcp-server/blob/d494ebb6bae4c09422dd2b7ec977467d239e59da/.github/workflows/stale.yml,1,,,"schedule,workflow_dispatch"
awslabs,amazon-datazone-mcp-server,.github/workflows/trivy.yml,0,0,2,public,main,branch,d494ebb6bae4c09422dd2b7ec977467d239e59da,commit,workflow,https://github.com/awslabs/amazon-datazone-mcp-server/blob/d494ebb6bae4c09422dd2b7ec977467d239e59da/.github/workflows/trivy.yml,2,,,"push,pull_request,schedule"
awslabs,amazon-denseclus,.github/workflows/cd.yml,0,0,101,public,main,branch,dbd66b4beaa5b013313c5e1bf551a8524ef8238b,commit,workflow,https://github.com/awslabs/amazon-denseclus/blob/dbd66b4beaa5b013313c5e1bf551a8524ef8238b/.github/workflows/cd.yml,1,,,"push,pull_request"
awslabs,amazon-denseclus,.github/workflows/ci.yml,0,0,101,public,main,branch,dbd66b4beaa5b013313c5e1bf551a8524ef8238b,commit,workflow,https://github.com/awslabs/amazon-denseclus/blob/dbd66b4beaa5b013313c5e1bf551a8524ef8238b/.github/workflows/ci.yml,1,,,"pull_request,workflow_dispatch"
awslabs,amazon-ecr-containerd-resolver,.github/workflows/ci.yml,0,0,106,public,master,branch,2883582d177bbb3f1e65b98fd5a987b659663ac2,commit,workflow,https://github.com/awslabs/amazon-ecr-containerd-resolver/blob/2883582d177bbb3f1e65b98fd5a987b659663ac2/.github/workflows/ci.yml,2,,,"push,pull_request"
awslabs,amazon-ecr-containerd-resolver,.github/workflows/codeql.yml,0,0,106,public,master,branch,2883582d177bbb3f1e65b98fd5a987b659663ac2,commit,workflow,https://github.com/awslabs/amazon-ecr-containerd-resolver/blob/2883582d177bbb3f1e65b98fd5a987b659663ac2/.github/workflows/codeql.yml,1,,,"push,pull_request,schedule"
awslabs,amazon-ecr-credential-helper,.github/workflows/build.yaml,0,0,2655,public,main,branch,09abfe784d75f48428a044901be0027caeacb9c4,commit,workflow,https://github.com/awslabs/amazon-ecr-credential-helper/blob/09abfe784d75f48428a044901be0027caeacb9c4/.github/workflows/build.yaml,3,,,"push,pull_request"
awslabs,amazon-ecr-credential-helper,.github/workflows/check-links.yml,0,0,2655,public,main,branch,09abfe784d75f48428a044901be0027caeacb9c4,commit,workflow,https://github.com/awslabs/amazon-ecr-credential-helper/blob/09abfe784d75f48428a044901be0027caeacb9c4/.github/workflows/check-links.yml,1,,,"workflow_dispatch,schedule,pull_request"
awslabs,amazon-ecr-credential-helper,.github/workflows/codeql.yml,0,0,2655,public,main,branch,09abfe784d75f48428a044901be0027caeacb9c4,commit,workflow,https://github.com/awslabs/amazon-ecr-credential-helper/blob/09abfe784d75f48428a044901be0027caeacb9c4/.github/workflows/codeql.yml,1,,,"push,pull_request,schedule"
awslabs,amazon-ecr-credential-helper,.github/workflows/new-pull-requests.yml,0,0,2655,public,main,branch,09abfe784d75f48428a044901be0027caeacb9c4,commit,workflow,https://github.com/awslabs/amazon-ecr-credential-helper/blob/09abfe784d75f48428a044901be0027caeacb9c4/.github/workflows/new-pull-requests.yml,1,,,pull_request_target
awslabs,amazon-ecr-credential-helper,.github/workflows/review-dependencies.yml,0,0,2655,public,main,branch,09abfe784d75f48428a044901be0027caeacb9c4,commit,workflow,https://github.com/awslabs/amazon-ecr-credential-helper/blob/09abfe784d75f48428a044901be0027caeacb9c4/.github/workflows/review-dependencies.yml,1,,,pull_request
awslabs,amazon-ecs-for-open-application-model,.github/workflows/check.yml,0,1,59,public,master,branch,df23a766b398ac387b3a38c95fc6a57a5ccd4c81,commit,workflow,https://github.com/awslabs/amazon-ecs-for-open-application-model/blob/df23a766b398ac387b3a38c95fc6a57a5ccd4c81/.github/workflows/check.yml,1,,,"pull_request,push"
awslabs,amazon-eks-ami,.github/workflows/bot-trigger.yaml,0,0,2601,public,main,branch,405b82908a91a71f44fef305dbd92db31a9f9da0,commit,workflow,https://github.com/awslabs/amazon-eks-ami/blob/405b82908a91a71f44fef305dbd92db31a9f9da0/.github/workflows/bot-trigger.yaml,1,,,issue_comment
awslabs,amazon-eks-ami,.github/workflows/ci-auto.yaml,0,0,2601,public,main,branch,405b82908a91a71f44fef305dbd92db31a9f9da0,commit,workflow,https://github.com/awslabs/amazon-eks-ami/blob/405b82908a91a71f44fef305dbd92db31a9f9da0/.github/workflows/ci-auto.yaml,9,,,pull_request
awslabs,amazon-eks-ami,.github/workflows/ci-canary.yaml,0,0,2601,public,main,branch,405b82908a91a71f44fef305dbd92db31a9f9da0,commit,workflow,https://github.com/awslabs/amazon-eks-ami/blob/405b82908a91a71f44fef305dbd92db31a9f9da0/.github/workflows/ci-canary.yaml,2,,,schedule
