repo_name,workflow_path,workflow_type,variable_name,variable_type,variable_location,visibility,archived,forked,reusable_workflow,workflow_url,repo_url
mcp,release-merge-tag.yml,workflow,GPG_KEY_ID,secret,step,public,0,0,0,https://github.com/awslabs/mcp/blob/main/.github/workflows/release-merge-tag.yml,https://github.com/awslabs/mcp
s3-tables-catalog,gradle-publish.yml,workflow,GPG_KEY_ID,secret,step,public,0,0,0,https://github.com/awslabs/s3-tables-catalog/blob/main/.github/workflows/gradle-publish.yml,https://github.com/awslabs/s3-tables-catalog
aurora-dsql-orms,java-hibernate-release.yml,workflow,GPG_PASSPHRASE,secret,step,public,0,0,0,https://github.com/awslabs/aurora-dsql-orms/blob/main/.github/workflows/java-hibernate-release.yml,https://github.com/awslabs/aurora-dsql-orms
aurora-dsql-tools,flyway-release.yml,workflow,GPG_PASSPHRASE,secret,step,public,0,0,0,https://github.com/awslabs/aurora-dsql-tools/blob/main/.github/workflows/flyway-release.yml,https://github.com/awslabs/aurora-dsql-tools
aws-postgresql-jdbc,maven_release.yml,workflow,GPG_PASSPHRASE,secret,step,public,0,0,0,https://github.com/awslabs/aws-postgresql-jdbc/blob/main/.github/workflows/maven_release.yml,https://github.com/awslabs/aws-postgresql-jdbc
aws-postgresql-jdbc,release_draft.yml,workflow,GPG_PASSPHRASE,secret,step,public,0,0,0,https://github.com/awslabs/aws-postgresql-jdbc/blob/main/.github/workflows/release_draft.yml,https://github.com/awslabs/aws-postgresql-jdbc
aws-mysql-jdbc,maven_release.yml,workflow,GPG_PASSPHRASE,secret,step,public,0,0,0,https://github.com/awslabs/aws-mysql-jdbc/blob/main/.github/workflows/maven_release.yml,https://github.com/awslabs/aws-mysql-jdbc
aws-mysql-jdbc,maven_snapshot.yml,workflow,GPG_PASSPHRASE,secret,step,public,0,0,0,https://github.com/awslabs/aws-mysql-jdbc/blob/main/.github/workflows/maven_snapshot.yml,https://github.com/awslabs/aws-mysql-jdbc
aws-mysql-jdbc,release_draft.yml,workflow,GPG_PASSPHRASE,secret,step,public,0,0,0,https://github.com/awslabs/aws-mysql-jdbc/blob/main/.github/workflows/release_draft.yml,https://github.com/awslabs/aws-mysql-jdbc
mcp,aws-api-mcp-upgrade-version.yml,workflow,GPG_PASSPHRASE,secret,step,public,0,0,0,https://github.com/awslabs/mcp/blob/main/.github/workflows/aws-api-mcp-upgrade-version.yml,https://github.com/awslabs/mcp
mcp,release-initiate-branch.yml,workflow,GPG_PASSPHRASE,secret,step,public,0,0,0,https://github.com/awslabs/mcp/blob/main/.github/workflows/release-initiate-branch.yml,https://github.com/awslabs/mcp
mcp,release-merge-tag.yml,workflow,GPG_PASSPHRASE,secret,step,public,0,0,0,https://github.com/awslabs/mcp/blob/main/.github/workflows/release-merge-tag.yml,https://github.com/awslabs/mcp
aws-postgresql-jdbc,maven_release.yml,workflow,GPG_PRIVATE_KEY,secret,step,public,0,0,0,https://github.com/awslabs/aws-postgresql-jdbc/blob/main/.github/workflows/maven_release.yml,https://github.com/awslabs/aws-postgresql-jdbc
aws-postgresql-jdbc,release_draft.yml,workflow,GPG_PRIVATE_KEY,secret,step,public,0,0,0,https://github.com/awslabs/aws-postgresql-jdbc/blob/main/.github/workflows/release_draft.yml,https://github.com/awslabs/aws-postgresql-jdbc
aws-mysql-jdbc,maven_release.yml,workflow,GPG_PRIVATE_KEY,secret,step,public,0,0,0,https://github.com/awslabs/aws-mysql-jdbc/blob/main/.github/workflows/maven_release.yml,https://github.com/awslabs/aws-mysql-jdbc
